subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,4,"6,9,7,4,7,11,9,6,9,13,11,7,11,14,13,9,13","6,9,7,4,7,10,8,5,8,11,9,6,9,12,10,7,10",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-1,-2,2","3,-2,-3,3",1,"diatonic,chromatic",6,Q-67-000-fragment.wav,Q-67-001-diatonic.wav,Q-67-002-chromatic.wav
sVgMEG0001,2,4,"5,7,8,5,1,3,5,1,-2,0,1,-2,-5,-4,-2,-5,-9","5,7,8,5,1,3,4,1,-3,-1,0,-3,-7,-5,-4,-7,-11",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,1,-2,-2","2,1,-3,-4",-2,"diatonic,chromatic",5,Q-68-000-fragment.wav,Q-68-001-diatonic.wav,Q-68-002-chromatic.wav
sVgMEG0001,3,4,"2,-1,1,2,-1,-4,-3,-1,-4,-8,-6,-4,-8,-11,-10,-8,-11","2,-1,1,2,-1,-4,-2,-1,-4,-7,-5,-4,-7,-10,-8,-7,-10",7,8,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"-2,1,1,-2","-3,2,1,-3",-2,"diatonic,chromatic",2,Q-69-000-fragment.wav,Q-69-001-diatonic.wav,Q-69-002-chromatic.wav
sVgMEG0001,4,4,"0,-1,0,-1,2,0,2,0,4,2,4,2,5,4,5,4,7","0,-1,0,-1,2,1,2,1,4,3,4,3,6,5,6,5,8",6,9,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,-1,2","-1,1,-1,3",1,"chromatic,diatonic",0,Q-70-000-fragment.wav,Q-70-001-chromatic.wav,Q-70-002-diatonic.wav
sVgMEG0001,5,4,"6,4,8,11,8,6,9,13,9,8,11,15,11,9,13,16,13","6,4,8,11,8,6,10,13,10,8,12,15,12,10,14,17,14",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,2,2,-2","-2,4,3,-3",1,"diatonic,chromatic",6,Q-71-000-fragment.wav,Q-71-001-diatonic.wav,Q-71-002-chromatic.wav
sVgMEG0001,6,4,"3,0,3,6,5,1,5,8,6,3,6,10,8,5,8,12,10","3,0,3,6,5,2,5,8,7,4,7,10,9,6,9,12,11",7,11,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,2,2,-1","-3,3,3,-1",1,"diatonic,chromatic",3,Q-72-000-fragment.wav,Q-72-001-diatonic.wav,Q-72-002-chromatic.wav
sVgMEG0001,7,4,"3,1,0,3,0,-2,-4,0,-4,-5,-7,-4,-7,-9,-11,-7,-11","3,1,0,3,0,-2,-3,0,-3,-5,-6,-3,-6,-8,-9,-6,-9",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,-1,2,-2","-2,-1,3,-3",-2,"chromatic,diatonic",3,Q-73-000-fragment.wav,Q-73-001-chromatic.wav,Q-73-002-diatonic.wav
sVgMEG0001,8,4,"0,4,0,4,2,6,2,6,4,7,4,7,6,9,6,9,7","0,4,0,4,2,6,2,6,4,8,4,8,6,10,6,10,8",6,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,-2,2,-1","4,-4,4,-2",1,"diatonic,chromatic",0,Q-74-000-fragment.wav,Q-74-001-diatonic.wav,Q-74-002-chromatic.wav
sVgMEG0001,9,4,"2,-2,-5,-4,0,-4,-7,-5,-2,-5,-9,-7,-4,-7,-10,-9,-5","2,-2,-5,-4,0,-4,-7,-6,-2,-6,-9,-8,-4,-8,-11,-10,-6",7,10,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,-2,1,2","-4,-3,1,4",-1,"chromatic,diatonic",2,Q-75-000-fragment.wav,Q-75-001-chromatic.wav,Q-75-002-diatonic.wav
sVgMEG0001,10,4,"5,8,5,3,1,5,1,0,-2,1,-2,-4,-5,-2,-5,-7,-9","5,8,5,3,1,4,1,-1,-3,0,-3,-5,-7,-4,-7,-9,-11",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,-2,-1,-1","3,-3,-2,-2",-2,"chromatic,diatonic",5,Q-76-000-fragment.wav,Q-76-001-chromatic.wav,Q-76-002-diatonic.wav
sVgMEG0001,11,4,"5,4,2,5,7,5,4,7,9,7,5,9,10,9,7,10,12","5,4,2,5,7,6,4,7,9,8,6,9,11,10,8,11,13",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,-1,2,1","-1,-2,3,2",1,"diatonic,chromatic",5,Q-77-000-fragment.wav,Q-77-001-diatonic.wav,Q-77-002-chromatic.wav
