subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,3,"1,3,5,1,3,5,7,3,5,7,8,5,7,8,10,7,8","1,3,5,1,3,5,7,3,5,7,9,5,7,9,11,7,9",6,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,1,-2,1","2,2,-4,2",1,"chromatic,diatonic",1,Q-45-000-fragment.wav,Q-45-001-chromatic.wav,Q-45-002-diatonic.wav
sVgMEG0001,2,3,"0,2,-2,-5,-2,0,-3,-7,-3,-2,-5,-9,-5,-3,-7,-10,-7","0,2,-2,-5,-2,0,-4,-7,-4,-2,-6,-9,-6,-4,-8,-11,-8",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"1,-2,-2,2","2,-4,-3,3",-1,"chromatic,diatonic",0,Q-46-000-fragment.wav,Q-46-001-chromatic.wav,Q-46-002-diatonic.wav
sVgMEG0001,3,3,"2,0,-2,2,3,2,0,3,5,3,2,5,7,5,3,7,9","2,0,-2,2,3,1,-1,3,4,2,0,4,5,3,1,5,6",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-1,-1,2,1","-2,-2,4,1",1,"diatonic,chromatic",2,Q-47-000-fragment.wav,Q-47-001-diatonic.wav,Q-47-002-chromatic.wav
sVgMEG0001,4,3,"6,8,9,13,9,11,13,16,13,14,16,20,16,18,20,23,20","6,8,9,13,9,11,12,16,12,14,15,19,15,17,18,22,18",7,12,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,1,2,-2","2,1,4,-4",2,"diatonic,chromatic",6,Q-48-000-fragment.wav,Q-48-001-diatonic.wav,Q-48-002-chromatic.wav
sVgMEG0001,5,3,"6,5,8,11,10,8,11,15,13,11,15,18,17,15,18,22,20","6,5,8,11,10,9,12,15,14,13,16,19,18,17,20,23,22",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,2,2,-1","-1,3,3,-1",2,"chromatic,diatonic",6,Q-49-000-fragment.wav,Q-49-001-chromatic.wav,Q-49-002-diatonic.wav
sVgMEG0001,6,3,"3,2,5,3,7,5,8,7,10,8,12,10,14,12,15,14,17","3,2,5,3,7,6,9,7,11,10,13,11,15,14,17,15,19",7,9,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,2,-1,2","-1,3,-2,4",2,"chromatic,diatonic",3,Q-50-000-fragment.wav,Q-50-001-chromatic.wav,Q-50-002-diatonic.wav
sVgMEG0001,7,3,"5,3,5,7,8,7,8,10,12,10,12,14,15,14,15,17,19","5,3,5,7,8,6,8,10,11,9,11,13,14,12,14,16,17",7,12,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,1,1,1","-2,2,2,1",2,"diatonic,chromatic",5,Q-51-000-fragment.wav,Q-51-001-diatonic.wav,Q-51-002-chromatic.wav
sVgMEG0001,8,3,"7,3,1,5,3,0,-2,1,0,-4,-5,-2,-4,-7,-9,-5,-7","7,3,1,5,3,-1,-3,1,-1,-5,-7,-3,-5,-9,-11,-7,-9",7,6,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,-1,2,-1","-4,-2,4,-2",-2,"diatonic,chromatic",7,Q-52-000-fragment.wav,Q-52-001-diatonic.wav,Q-52-002-chromatic.wav
sVgMEG0001,9,3,"5,3,6,3,1,-1,3,-1,-2,-4,-1,-4,-6,-7,-4,-7,-9","5,3,6,3,1,-1,2,-1,-3,-5,-2,-5,-7,-9,-6,-9,-11",7,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,2,-2,-1","-2,3,-3,-2",-2,"chromatic,diatonic",5,Q-53-000-fragment.wav,Q-53-001-chromatic.wav,Q-53-002-diatonic.wav
sVgMEG0001,10,3,"2,-2,-5,-2,0,-3,-7,-3,-2,-5,-9,-5,-3,-7,-10,-7,-5","2,-2,-5,-2,0,-4,-7,-4,-2,-6,-9,-6,-4,-8,-11,-8,-6",7,10,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,-2,2,1","-4,-3,3,2",-1,"diatonic,chromatic",2,Q-54-000-fragment.wav,Q-54-001-diatonic.wav,Q-54-002-chromatic.wav
sVgMEG0001,11,3,"6,8,5,6,8,10,6,8,10,11,8,10,11,13,10,11,13","6,8,5,6,8,10,7,8,10,12,9,10,12,14,11,12,14",6,9,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"1,-2,1,1","2,-3,1,2",1,"diatonic,chromatic",6,Q-55-000-fragment.wav,Q-55-001-diatonic.wav,Q-55-002-chromatic.wav
sVgMEG0001,12,3,"8,6,4,1,4,3,1,-2,1,-1,-2,-6,-2,-4,-6,-9,-6","8,6,4,1,4,2,0,-3,0,-2,-4,-7,-4,-6,-8,-11,-8",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,-1,-2,2","-2,-2,-3,3",-2,"diatonic,chromatic",8,Q-56-000-fragment.wav,Q-56-001-diatonic.wav,Q-56-002-chromatic.wav
