subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,9,"0,4,2,6,4,7,6,9,7,11,9,12,11,14,12,16,14","0,4,2,6,4,8,6,10,8,12,10,14,12,16,14,18,16",7,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,-1,2,-1","4,-2,4,-2",2,"chromatic,diatonic",0,Q-177-000-fragment.wav,Q-177-001-chromatic.wav,Q-177-002-diatonic.wav
sVgMEG0001,2,9,"6,3,4,6,3,-1,1,3,-1,-4,-3,-1,-4,-8,-6,-4,-8","6,3,4,6,3,0,1,3,0,-3,-2,0,-3,-6,-5,-3,-6",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,1,1,-2","-3,1,2,-3",-2,"chromatic,diatonic",6,Q-178-000-fragment.wav,Q-178-001-chromatic.wav,Q-178-002-diatonic.wav
sVgMEG0001,3,9,"3,7,5,3,0,3,1,0,-4,0,-2,-4,-7,-4,-5,-7,-11","3,7,5,3,0,4,2,0,-3,1,-1,-3,-6,-2,-4,-6,-9",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"2,-1,-1,-2","4,-2,-2,-3",-2,"diatonic,chromatic",3,Q-179-000-fragment.wav,Q-179-001-diatonic.wav,Q-179-002-chromatic.wav
sVgMEG0001,4,9,"3,7,8,5,1,5,7,3,0,3,5,1,-2,1,3,0,-4","3,7,8,5,1,5,6,3,-1,3,4,1,-3,1,2,-1,-5",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"2,1,-2,-2","4,1,-3,-4",-1,"chromatic,diatonic",3,Q-180-000-fragment.wav,Q-180-001-chromatic.wav,Q-180-002-diatonic.wav
sVgMEG0001,5,9,"2,-1,1,2,4,1,2,4,6,2,4,6,7,4,6,7,9","2,-1,1,2,4,1,3,4,6,3,5,6,8,5,7,8,10",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-2,1,1,1","-3,2,1,2",1,"chromatic,diatonic",2,Q-181-000-fragment.wav,Q-181-001-chromatic.wav,Q-181-002-diatonic.wav
sVgMEG0001,6,9,"2,1,4,7,4,2,6,9,6,4,7,11,7,6,9,13,9","2,1,4,7,4,3,6,9,6,5,8,11,8,7,10,13,10",7,11,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,2,2,-2","-1,3,3,-3",1,"chromatic,diatonic",2,Q-182-000-fragment.wav,Q-182-001-chromatic.wav,Q-182-002-diatonic.wav
sVgMEG0001,7,9,"6,5,3,6,8,6,5,8,10,8,6,10,12,10,8,12,13","6,5,3,6,8,7,5,8,10,9,7,10,12,11,9,12,14",7,10,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"-1,-1,2,1","-1,-2,3,2",1,"chromatic,diatonic",6,Q-183-000-fragment.wav,Q-183-001-chromatic.wav,Q-183-002-diatonic.wav
sVgMEG0001,8,9,"3,1,3,1,0,-2,0,-2,-4,-6,-4,-6,-7,-9,-7,-9,-11","3,1,3,1,0,-2,0,-2,-3,-5,-3,-5,-6,-8,-6,-8,-9",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,1,-1,-1","-2,2,-2,-1",-2,"diatonic,chromatic",3,Q-184-000-fragment.wav,Q-184-001-diatonic.wav,Q-184-002-chromatic.wav
sVgMEG0001,9,9,"4,6,8,4,1,3,4,1,-3,-1,1,-3,-6,-4,-3,-6,-9","4,6,8,4,1,3,5,1,-2,0,2,-2,-5,-3,-1,-5,-8",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"1,1,-2,-2","2,2,-4,-3",-2,"diatonic,chromatic",4,Q-185-000-fragment.wav,Q-185-001-diatonic.wav,Q-185-002-chromatic.wav
sVgMEG0001,10,9,"2,5,9,5,4,7,11,7,5,9,12,9,7,11,14,11,9","2,5,9,5,4,7,11,7,6,9,13,9,8,11,15,11,10",7,11,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,2,-2,-1","3,4,-4,-1",1,"chromatic,diatonic",2,Q-186-000-fragment.wav,Q-186-001-chromatic.wav,Q-186-002-diatonic.wav
sVgMEG0001,11,9,"3,1,5,3,1,0,3,1,0,-2,1,0,-2,-4,0,-2,-4","3,1,5,3,1,-1,3,1,-1,-3,1,-1,-3,-5,-1,-3,-5",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,2,-1,-1","-2,4,-2,-2",-1,"diatonic,chromatic",3,Q-187-000-fragment.wav,Q-187-001-diatonic.wav,Q-187-002-chromatic.wav
sVgMEG0001,12,9,"5,6,3,1,3,5,1,-1,1,3,-1,-2,-1,1,-2,-4,-2","5,6,3,1,3,4,1,-1,1,2,-1,-3,-1,0,-3,-5,-3",7,10,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,-2,-1,1","1,-3,-2,2",-1,"chromatic,diatonic",5,Q-188-000-fragment.wav,Q-188-001-chromatic.wav,Q-188-002-diatonic.wav
sVgMEG0001,13,9,"5,1,3,5,1,-2,0,1,-2,-5,-4,-2,-5,-9,-7,-5,-9","5,1,3,5,1,-3,-1,1,-3,-7,-5,-3,-7,-11,-9,-7,-11",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,1,1,-2","-4,2,2,-4",-2,"chromatic,diatonic",5,Q-189-000-fragment.wav,Q-189-001-chromatic.wav,Q-189-002-diatonic.wav
sVgMEG0001,14,9,"4,7,4,7,5,9,5,9,7,11,7,11,9,12,9,12,11","4,7,4,7,5,8,5,8,6,9,6,9,7,10,7,10,8",6,7,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-2,2,-1","3,-3,3,-2",1,"diatonic,chromatic",4,Q-190-000-fragment.wav,Q-190-001-diatonic.wav,Q-190-002-chromatic.wav
sVgMEG0001,15,9,"3,0,-4,-2,1,-2,-6,-4,0,-4,-7,-6,-2,-6,-9,-7,-4","3,0,-4,-2,1,-2,-6,-4,-1,-4,-8,-6,-3,-6,-10,-8,-5",7,11,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,-2,1,2","-3,-4,2,3",-1,"chromatic,diatonic",3,Q-191-000-fragment.wav,Q-191-001-chromatic.wav,Q-191-002-diatonic.wav
sVgMEG0001,16,9,"6,8,10,6,10,11,13,10,13,15,17,13,17,18,20,17,20","6,8,10,6,10,12,14,10,14,16,18,14,18,20,22,18,22",7,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"1,1,-2,2","2,2,-4,4",2,"chromatic,diatonic",6,Q-192-000-fragment.wav,Q-192-001-chromatic.wav,Q-192-002-diatonic.wav
sVgMEG0001,17,9,"1,4,1,-1,3,6,3,1,4,8,4,3,6,9,6,4,8","1,4,1,-1,3,6,3,1,5,8,5,3,7,10,7,5,9",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,-2,-1,2","3,-3,-2,4",1,"chromatic,diatonic",1,Q-193-000-fragment.wav,Q-193-001-chromatic.wav,Q-193-002-diatonic.wav
sVgMEG0001,18,9,"6,2,1,4,2,-1,-3,1,-1,-4,-6,-3,-4,-8,-10,-6,-8","6,2,1,4,2,-2,-3,0,-2,-6,-7,-4,-6,-10,-11,-8,-10",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,-1,2,-1","-4,-1,3,-2",-2,"diatonic,chromatic",6,Q-194-000-fragment.wav,Q-194-001-diatonic.wav,Q-194-002-chromatic.wav
sVgMEG0001,19,9,"6,3,1,-1,3,-1,-2,-4,-1,-4,-6,-8,-4,-8,-9,-11,-8","6,3,1,-1,3,0,-2,-4,0,-3,-5,-7,-3,-6,-8,-10,-6",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-2,-1,-1,2","-3,-2,-2,4",-2,"chromatic,diatonic",6,Q-195-000-fragment.wav,Q-195-001-chromatic.wav,Q-195-002-diatonic.wav
sVgMEG0001,20,9,"1,2,4,1,2,4,6,2,4,6,8,4,6,8,9,6,8","1,2,4,1,2,3,5,2,3,4,6,3,4,5,7,4,5",6,7,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"1,1,-2,1","1,2,-3,1",1,"diatonic,chromatic",1,Q-196-000-fragment.wav,Q-196-001-diatonic.wav,Q-196-002-chromatic.wav
sVgMEG0001,21,9,"2,6,4,2,-1,2,1,-1,-4,-1,-3,-4,-8,-4,-6,-8,-11","2,6,4,2,-1,3,1,-1,-4,0,-2,-4,-7,-3,-5,-7,-10",7,12,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,-1,-1,-2","4,-2,-2,-3",-2,"diatonic,chromatic",2,Q-197-000-fragment.wav,Q-197-001-diatonic.wav,Q-197-002-chromatic.wav
