subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,8,"0,2,4,2,4,5,4,5,7,5,7,9,7","0,2,4,2,4,6,4,6,8,6,8,10,8",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"1,1,-1","2,2,-2",1,"diatonic,chromatic",0,Q-155-000-fragment.wav,Q-155-001-diatonic.wav,Q-155-002-chromatic.wav
sVgMEG0001,2,8,"2,-2,2,4,0,4,5,2,5,7,4,7,9","2,-2,2,4,0,4,6,2,6,8,4,8,10",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,2,1","-4,4,2",1,"chromatic,diatonic",2,Q-156-000-fragment.wav,Q-156-001-chromatic.wav,Q-156-002-diatonic.wav
sVgMEG0001,3,8,"6,5,6,3,1,3,-1,-2,-1,-4,-6,-4,-7","6,5,6,3,2,3,0,-1,0,-3,-4,-3,-6",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,-2","-1,1,-3",-2,"diatonic,chromatic",6,Q-157-000-fragment.wav,Q-157-001-diatonic.wav,Q-157-002-chromatic.wav
sVgMEG0001,4,8,"3,0,-2,1,-2,-4,0,-4,-6,-2,-6,-7,-4","3,0,-2,1,-2,-4,-1,-4,-6,-3,-6,-8,-5",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,-1,2","-3,-2,3",-1,"diatonic,chromatic",3,Q-158-000-fragment.wav,Q-158-001-diatonic.wav,Q-158-002-chromatic.wav
sVgMEG0001,5,8,"2,3,5,3,5,7,5,7,8,7,8,10,8","2,3,5,3,4,6,4,5,7,5,6,8,6",6,7,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,1,-1","1,2,-2",1,"diatonic,chromatic",2,Q-159-000-fragment.wav,Q-159-001-diatonic.wav,Q-159-002-chromatic.wav
sVgMEG0001,6,8,"5,8,5,7,10,7,8,12,8,10,14,10,12","5,8,5,7,10,7,9,12,9,11,14,11,13",6,9,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,-2,1","3,-3,2",1,"chromatic,diatonic",5,Q-160-000-fragment.wav,Q-160-001-chromatic.wav,Q-160-002-diatonic.wav
sVgMEG0001,7,8,"0,4,0,4,7,4,7,11,7,11,14,11,14","0,4,0,4,8,4,8,12,8,12,16,12,16",5,3,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,-2,2","4,-4,4",2,"diatonic,chromatic",0,Q-161-000-fragment.wav,Q-161-001-diatonic.wav,Q-161-002-chromatic.wav
sVgMEG0001,8,8,"1,-3,1,4,1,4,7,4,7,11,7,11,14","1,-3,1,4,0,4,7,3,7,10,6,10,13",6,8,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,2,2","-4,4,3",2,"diatonic,chromatic",1,Q-162-000-fragment.wav,Q-162-001-diatonic.wav,Q-162-002-chromatic.wav
sVgMEG0001,9,8,"1,-1,-4,-1,-2,-6,-2,-4,-8,-4,-6,-9,-6","1,-1,-4,-1,-3,-6,-3,-5,-8,-5,-7,-10,-7",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,-2,2","-2,-3,3",-1,"chromatic,diatonic",1,Q-163-000-fragment.wav,Q-163-001-chromatic.wav,Q-163-002-diatonic.wav
sVgMEG0001,10,8,"0,-3,0,-2,-5,-2,-3,-7,-3,-5,-9,-5,-7","0,-3,0,-2,-5,-2,-4,-7,-4,-6,-9,-6,-8",6,9,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,2,-1","-3,3,-2",-1,"diatonic,chromatic",0,Q-164-000-fragment.wav,Q-164-001-diatonic.wav,Q-164-002-chromatic.wav
sVgMEG0001,11,8,"1,-3,-1,2,-1,1,4,1,2,6,2,4,7","1,-3,-1,2,-2,0,3,-1,1,4,0,2,5",7,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,1,2","-4,2,3",1,"chromatic,diatonic",1,Q-165-000-fragment.wav,Q-165-001-chromatic.wav,Q-165-002-diatonic.wav
sVgMEG0001,12,8,"1,-1,1,3,1,3,4,3,4,6,4,6,8","1,-1,1,3,1,3,5,3,5,7,5,7,9",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,1,1","-2,2,2",1,"diatonic,chromatic",1,Q-166-000-fragment.wav,Q-166-001-diatonic.wav,Q-166-002-chromatic.wav
sVgMEG0001,13,8,"2,5,7,5,8,10,8,12,14,12,15,17,15","2,5,7,5,8,10,8,11,13,11,14,16,14",7,8,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"2,1,-1","3,2,-2",2,"chromatic,diatonic",2,Q-167-000-fragment.wav,Q-167-001-chromatic.wav,Q-167-002-diatonic.wav
