subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,2,"8,4,3,1,4,1,-1,-2,1,-2,-4,-6,-2,-6,-8,-9,-6","8,4,3,1,4,0,-1,-3,0,-4,-5,-7,-4,-8,-9,-11,-8",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,-1,-1,2","-4,-1,-2,3",-2,"chromatic,diatonic",8,Q-23-000-fragment.wav,Q-23-001-chromatic.wav,Q-23-002-diatonic.wav
sVgMEG0001,2,2,"5,4,5,4,2,0,2,0,-2,-3,-2,-3,-5,-7,-5,-7,-8","5,4,5,4,2,1,2,1,-1,-2,-1,-2,-4,-5,-4,-5,-7",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,-1,-1","-1,1,-1,-2",-2,"diatonic,chromatic",5,Q-24-000-fragment.wav,Q-24-001-diatonic.wav,Q-24-002-chromatic.wav
sVgMEG0001,3,2,"5,7,8,5,8,10,12,8,12,13,15,12,15,17,19,15,19","5,7,8,5,8,10,11,8,11,13,14,11,14,16,17,14,17",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,1,-2,2","2,1,-3,3",2,"chromatic,diatonic",5,Q-25-000-fragment.wav,Q-25-001-chromatic.wav,Q-25-002-diatonic.wav
sVgMEG0001,4,2,"6,4,6,4,8,6,8,6,9,8,9,8,11,9,11,9,13","6,4,6,4,8,6,8,6,10,8,10,8,12,10,12,10,14",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,1,-1,2","-2,2,-2,4",1,"chromatic,diatonic",6,Q-26-000-fragment.wav,Q-26-001-chromatic.wav,Q-26-002-diatonic.wav
sVgMEG0001,5,2,"3,5,7,3,0,1,3,0,-4,-2,0,-4,-7,-5,-4,-7,-11","3,5,7,3,0,2,4,0,-3,-1,1,-3,-6,-4,-2,-6,-9",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"1,1,-2,-2","2,2,-4,-3",-2,"diatonic,chromatic",3,Q-27-000-fragment.wav,Q-27-001-diatonic.wav,Q-27-002-chromatic.wav
sVgMEG0001,6,2,"1,2,-1,1,4,6,2,4,7,9,6,7,11,13,9,11,14","1,2,-1,1,4,5,2,4,7,8,5,7,10,11,8,10,13",7,8,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,-2,1,2","1,-3,2,3",2,"diatonic,chromatic",1,Q-28-000-fragment.wav,Q-28-001-diatonic.wav,Q-28-002-chromatic.wav
sVgMEG0001,7,2,"0,-2,0,-2,2,0,2,0,3,2,3,2,5,3,5,3,7","0,-2,0,-2,2,0,2,0,4,2,4,2,6,4,6,4,8",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,1,-1,2","-2,2,-2,4",1,"chromatic,diatonic",0,Q-29-000-fragment.wav,Q-29-001-chromatic.wav,Q-29-002-diatonic.wav
sVgMEG0001,8,2,"8,6,4,1,4,2,1,-3,1,-1,-3,-6,-3,-4,-6,-10,-6","8,6,4,1,4,2,0,-3,0,-2,-4,-7,-4,-6,-8,-11,-8",7,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,-1,-2,2","-2,-2,-3,3",-2,"chromatic,diatonic",8,Q-30-000-fragment.wav,Q-30-001-chromatic.wav,Q-30-002-diatonic.wav
sVgMEG0001,9,2,"2,3,0,-2,0,2,-2,-3,-2,0,-3,-5,-3,-2,-5,-7,-5","2,3,0,-2,0,1,-2,-4,-2,-1,-4,-6,-4,-3,-6,-8,-6",7,10,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"1,-2,-1,1","1,-3,-2,2",-1,"chromatic,diatonic",2,Q-31-000-fragment.wav,Q-31-001-chromatic.wav,Q-31-002-diatonic.wav
sVgMEG0001,10,2,"3,7,3,1,0,3,0,-2,-4,0,-4,-5,-7,-4,-7,-9,-11","3,7,3,1,0,4,0,-2,-3,1,-3,-5,-6,-2,-6,-8,-9",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"2,-2,-1,-1","4,-4,-2,-1",-2,"chromatic,diatonic",3,Q-32-000-fragment.wav,Q-32-001-chromatic.wav,Q-32-002-diatonic.wav
