subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,6,"2,0,-1,2,4,2,0,4,6,4,2,6,7,6,4,7,9","2,0,-1,2,4,2,1,4,6,4,3,6,8,6,5,8,10",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,-1,2,1","-2,-1,3,2",1,"chromatic,diatonic",2,Q-111-000-fragment.wav,Q-111-001-chromatic.wav,Q-111-002-diatonic.wav
sVgMEG0001,2,6,"4,2,5,4,2,0,4,2,0,-2,2,0,-2,-3,0,-2,-3","4,2,5,4,2,0,3,2,0,-2,1,0,-2,-4,-1,-2,-4",6,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,2,-1,-1","-2,3,-1,-2",-1,"chromatic,diatonic",4,Q-112-000-fragment.wav,Q-112-001-chromatic.wav,Q-112-002-diatonic.wav
sVgMEG0001,3,6,"1,4,8,6,3,6,10,8,4,8,11,10,6,10,13,11,8","1,4,8,6,3,6,10,8,5,8,12,10,7,10,14,12,9",7,11,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,2,-1,-2","3,4,-2,-3",1,"chromatic,diatonic",1,Q-113-000-fragment.wav,Q-113-001-chromatic.wav,Q-113-002-diatonic.wav
sVgMEG0001,4,6,"1,-3,-1,1,2,-1,1,2,4,1,2,4,6,2,4,6,8","1,-3,-1,1,2,-2,0,2,3,-1,1,3,4,0,2,4,5",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,1,1,1","-4,2,2,1",1,"diatonic,chromatic",1,Q-114-000-fragment.wav,Q-114-001-diatonic.wav,Q-114-002-chromatic.wav
sVgMEG0001,5,6,"0,3,2,-2,2,5,3,0,3,7,5,2,5,8,7,3,7","0,3,2,-2,2,5,4,0,4,7,6,2,6,9,8,4,8",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,-1,-2,2","3,-1,-4,4",1,"diatonic,chromatic",0,Q-115-000-fragment.wav,Q-115-001-diatonic.wav,Q-115-002-chromatic.wav
sVgMEG0001,6,6,"5,3,7,3,1,0,3,0,-2,-4,0,-4,-5,-7,-4,-7,-9","5,3,7,3,1,-1,3,-1,-3,-5,-1,-5,-7,-9,-5,-9,-11",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,2,-2,-1","-2,4,-4,-2",-2,"diatonic,chromatic",5,Q-116-000-fragment.wav,Q-116-001-diatonic.wav,Q-116-002-chromatic.wav
sVgMEG0001,7,6,"5,7,4,2,4,5,2,0,2,4,0,-1,0,2,-1,-3,-1","5,7,4,2,4,6,3,1,3,5,2,0,2,4,1,-1,1",7,9,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,-2,-1,1","2,-3,-2,2",-1,"diatonic,chromatic",5,Q-117-000-fragment.wav,Q-117-001-diatonic.wav,Q-117-002-chromatic.wav
sVgMEG0001,8,6,"5,2,4,5,7,4,5,7,9,5,7,9,11,7,9,11,12","5,2,4,5,7,4,6,7,9,6,8,9,11,8,10,11,13",7,10,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"-2,1,1,1","-3,2,1,2",1,"diatonic,chromatic",5,Q-118-000-fragment.wav,Q-118-001-diatonic.wav,Q-118-002-chromatic.wav
sVgMEG0001,9,6,"6,5,6,10,8,6,8,11,10,8,10,13,11,10,11,15,13","6,5,6,10,8,7,8,12,10,9,10,14,12,11,12,16,14",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,2,-1","-1,1,4,-2",1,"diatonic,chromatic",6,Q-119-000-fragment.wav,Q-119-001-diatonic.wav,Q-119-002-chromatic.wav
sVgMEG0001,10,6,"6,3,1,-1,3,-1,-2,-4,-1,-4,-6,-7,-4,-7,-9,-11,-7","6,3,1,-1,3,0,-2,-4,0,-3,-5,-7,-3,-6,-8,-10,-6",7,12,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-2,-1,-1,2","-3,-2,-2,4",-2,"chromatic,diatonic",6,Q-120-000-fragment.wav,Q-120-001-chromatic.wav,Q-120-002-diatonic.wav
sVgMEG0001,11,6,"1,4,3,6,4,8,6,9,8,11,9,13,11,15,13,16,15","1,4,3,6,4,7,6,9,7,10,9,12,10,13,12,15,13",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,-1,2,-1","3,-1,3,-2",2,"diatonic,chromatic",1,Q-121-000-fragment.wav,Q-121-001-diatonic.wav,Q-121-002-chromatic.wav
