subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,10,"3,5,3,0,1,0,-4,-2,-4,-7,-6,-7,-11","3,5,3,0,2,0,-3,-1,-3,-6,-4,-6,-9",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"1,-1,-2","2,-2,-3",-2,"diatonic,chromatic",3,Q-199-000-fragment.wav,Q-199-001-diatonic.wav,Q-199-002-chromatic.wav
sVgMEG0001,2,10,"5,1,3,1,-2,0,-2,-5,-4,-5,-9,-7,-9","5,1,3,1,-3,-1,-3,-7,-5,-7,-11,-9,-11",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,1,-1","-4,2,-2",-2,"chromatic,diatonic",5,Q-200-000-fragment.wav,Q-200-001-chromatic.wav,Q-200-002-diatonic.wav
sVgMEG0001,3,10,"3,0,3,0,-4,0,-4,-7,-4,-7,-11,-7,-11","3,0,3,0,-3,0,-3,-6,-3,-6,-9,-6,-9",5,4,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-2,2,-2","-3,3,-3",-2,"chromatic,diatonic",3,Q-201-000-fragment.wav,Q-201-001-chromatic.wav,Q-201-002-diatonic.wav
sVgMEG0001,4,10,"6,4,7,9,7,11,12,11,14,16,14,18,19","6,4,7,9,7,10,12,10,13,15,13,16,18",7,8,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,2,1","-2,3,2",2,"diatonic,chromatic",6,Q-202-000-fragment.wav,Q-202-001-diatonic.wav,Q-202-002-chromatic.wav
sVgMEG0001,5,10,"5,4,5,9,7,9,12,10,12,16,14,16,19","5,4,5,9,8,9,13,12,13,17,16,17,21",7,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,2","-1,1,4",2,"diatonic,chromatic",5,Q-203-000-fragment.wav,Q-203-001-diatonic.wav,Q-203-002-chromatic.wav
sVgMEG0001,6,10,"6,9,6,2,6,2,-1,2,-1,-4,-1,-4,-8","6,9,6,2,5,2,-2,1,-2,-6,-3,-6,-10",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,-2,-2","3,-3,-4",-2,"chromatic,diatonic",6,Q-204-000-fragment.wav,Q-204-001-chromatic.wav,Q-204-002-diatonic.wav
sVgMEG0001,7,10,"4,3,4,1,-1,1,-3,-4,-3,-6,-8,-6,-9","4,3,4,1,0,1,-2,-3,-2,-5,-6,-5,-8",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,1,-2","-1,1,-3",-2,"chromatic,diatonic",4,Q-205-000-fragment.wav,Q-205-001-chromatic.wav,Q-205-002-diatonic.wav
sVgMEG0001,8,10,"3,-1,-3,1,-3,-4,-1,-4,-6,-3,-6,-8,-4","3,-1,-3,1,-3,-5,-1,-5,-7,-3,-7,-9,-5",7,6,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,-1,2","-4,-2,4",-1,"chromatic,diatonic",3,Q-206-000-fragment.wav,Q-206-001-chromatic.wav,Q-206-002-diatonic.wav
sVgMEG0001,9,10,"3,0,3,6,3,6,10,6,10,13,10,13,17","3,0,3,6,3,6,9,6,9,12,9,12,15",6,4,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,2,2","-3,3,3",2,"chromatic,diatonic",3,Q-207-000-fragment.wav,Q-207-001-chromatic.wav,Q-207-002-diatonic.wav
sVgMEG0001,10,10,"5,6,5,1,3,1,-2,0,-2,-6,-4,-6,-9","5,6,5,1,2,1,-3,-2,-3,-7,-6,-7,-11",7,6,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"1,-1,-2","1,-1,-4",-2,"chromatic,diatonic",5,Q-208-000-fragment.wav,Q-208-001-chromatic.wav,Q-208-002-diatonic.wav
sVgMEG0001,11,10,"6,4,6,3,1,3,-1,-2,-1,-4,-6,-4,-8","6,4,6,3,1,3,0,-2,0,-3,-5,-3,-6",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,1,-2","-2,2,-3",-2,"chromatic,diatonic",6,Q-209-000-fragment.wav,Q-209-001-chromatic.wav,Q-209-002-diatonic.wav
sVgMEG0001,12,10,"5,1,3,1,-2,0,-2,-6,-4,-6,-9,-7,-9","5,1,3,1,-3,-1,-3,-7,-5,-7,-11,-9,-11",7,6,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,1,-1","-4,2,-2",-2,"diatonic,chromatic",5,Q-210-000-fragment.wav,Q-210-001-diatonic.wav,Q-210-002-chromatic.wav
