subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0000,1,1,"6,10,6,10,13,10,13,17,13,17,20,17,20","6,10,6,10,14,10,14,18,14,18,22,18,22",5,3,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"2,-2,2","4,-4,4",2,"diatonic,chromatic",6,Q-1-000-fragment.wav,Q-1-001-diatonic.wav,Q-1-002-chromatic.wav
sVgMEG0000,2,1,"1,5,7,5,8,10,8,12,13,12,15,17,15","1,5,7,5,9,11,9,13,15,13,17,19,17",7,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,1,-1","4,2,-2",2,"diatonic,chromatic",1,Q-2-000-fragment.wav,Q-2-001-diatonic.wav,Q-2-002-chromatic.wav
sVgMEG0000,3,1,"6,9,11,9,13,15,13,16,18,16,20,21,20","6,9,11,9,12,14,12,15,17,15,18,20,18",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,1,-1","3,2,-2",2,"chromatic,diatonic",6,Q-3-000-fragment.wav,Q-3-001-chromatic.wav,Q-3-002-diatonic.wav
sVgMEG0000,4,1,"5,2,3,7,3,5,9,5,7,10,7,9,12","5,2,3,7,4,5,9,6,7,11,8,9,13",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-2,1,2","-3,1,4",1,"chromatic,diatonic",5,Q-4-000-fragment.wav,Q-4-001-chromatic.wav,Q-4-002-diatonic.wav
sVgMEG0000,5,1,"0,-2,1,-2,-4,0,-4,-6,-2,-6,-7,-4,-7","0,-2,1,-2,-4,-1,-4,-6,-3,-6,-8,-5,-8",6,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,2,-2","-2,3,-3",-1,"diatonic,chromatic",0,Q-5-000-fragment.wav,Q-5-001-diatonic.wav,Q-5-002-chromatic.wav
sVgMEG0000,6,1,"0,2,-2,2,3,0,3,5,2,5,7,3,7","0,2,-2,2,4,0,4,6,2,6,8,4,8",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,-2,2","2,-4,4",1,"chromatic,diatonic",0,Q-6-000-fragment.wav,Q-6-001-chromatic.wav,Q-6-002-diatonic.wav
sVgMEG0000,7,1,"3,-1,3,5,1,5,6,3,6,8,5,8,10","3,-1,3,5,1,5,7,3,7,9,5,9,11",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,2,1","-4,4,2",1,"chromatic,diatonic",3,Q-7-000-fragment.wav,Q-7-001-chromatic.wav,Q-7-002-diatonic.wav
sVgMEG0000,8,1,"3,7,9,5,9,10,7,10,12,9,12,14,10","3,7,9,5,9,11,7,11,13,9,13,15,11",7,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,1,-2","4,2,-4",1,"chromatic,diatonic",3,Q-8-000-fragment.wav,Q-8-001-chromatic.wav,Q-8-002-diatonic.wav
sVgMEG0000,9,1,"5,1,3,1,-2,-1,-2,-6,-4,-6,-9,-7,-9","5,1,3,1,-3,-1,-3,-7,-5,-7,-11,-9,-11",7,6,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-2,1,-1","-4,2,-2",-2,"diatonic,chromatic",5,Q-9-000-fragment.wav,Q-9-001-diatonic.wav,Q-9-002-chromatic.wav
sVgMEG0000,10,1,"1,3,1,0,1,0,-2,0,-2,-4,-2,-4,-5","1,3,1,0,2,0,-1,1,-1,-2,0,-2,-3",6,7,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,-1,-1","2,-2,-1",-1,"chromatic,diatonic",1,Q-10-000-fragment.wav,Q-10-001-chromatic.wav,Q-10-002-diatonic.wav
