subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0000,1,4,"4,7,4,2,5,2,0,4,0,-1,2,-1,-3","4,7,4,2,5,2,0,3,0,-2,1,-2,-4",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-2,-1","3,-3,-2",-1,"diatonic,chromatic",4,Q-76-000-fragment.wav,Q-76-001-diatonic.wav,Q-76-002-chromatic.wav
sVgMEG0000,2,4,"2,5,7,4,7,9,5,9,10,7,10,12,9","2,5,7,4,7,9,6,9,11,8,11,13,10",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"2,1,-2","3,2,-3",1,"diatonic,chromatic",2,Q-77-000-fragment.wav,Q-77-001-diatonic.wav,Q-77-002-chromatic.wav
sVgMEG0000,3,4,"5,7,5,3,5,3,2,3,2,0,2,0,-2","5,7,5,3,5,3,1,3,1,-1,1,-1,-3",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"1,-1,-1","2,-2,-2",-1,"chromatic,diatonic",5,Q-78-000-fragment.wav,Q-78-001-chromatic.wav,Q-78-002-diatonic.wav
sVgMEG0000,4,4,"5,1,5,1,-2,1,-2,-6,-2,-6,-9,-6,-9","5,1,5,1,-3,1,-3,-7,-3,-7,-11,-7,-11",5,3,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,2,-2","-4,4,-4",-2,"diatonic,chromatic",5,Q-79-000-fragment.wav,Q-79-001-diatonic.wav,Q-79-002-chromatic.wav
sVgMEG0000,5,4,"6,4,6,4,2,4,2,1,2,1,-1,1,-1","6,4,6,4,2,4,2,0,2,0,-2,0,-2",5,5,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,1,-1","-2,2,-2",-1,"chromatic,diatonic",6,Q-80-000-fragment.wav,Q-80-001-chromatic.wav,Q-80-002-diatonic.wav
sVgMEG0000,6,4,"4,5,4,2,4,2,0,2,0,-2,0,-2,-3","4,5,4,2,3,2,0,1,0,-2,-1,-2,-4",6,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,-1,-1","1,-1,-2",-1,"diatonic,chromatic",4,Q-81-000-fragment.wav,Q-81-001-diatonic.wav,Q-81-002-chromatic.wav
sVgMEG0000,7,4,"6,10,6,10,13,10,13,16,13,16,20,16,20","6,10,6,10,14,10,14,18,14,18,22,18,22",5,3,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"2,-2,2","4,-4,4",2,"chromatic,diatonic",6,Q-82-000-fragment.wav,Q-82-001-chromatic.wav,Q-82-002-diatonic.wav
sVgMEG0000,8,4,"3,1,-2,1,-1,-4,-1,-2,-6,-2,-4,-8,-4","3,1,-2,1,-1,-4,-1,-3,-6,-3,-5,-8,-5",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-1,-2,2","-2,-3,3",-1,"diatonic,chromatic",3,Q-83-000-fragment.wav,Q-83-001-diatonic.wav,Q-83-002-chromatic.wav
sVgMEG0000,9,4,"6,3,1,3,-1,-2,-1,-4,-6,-4,-7,-9,-7","6,3,1,3,0,-2,0,-3,-5,-3,-6,-8,-6",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-2,-1,1","-3,-2,2",-2,"chromatic,diatonic",6,Q-84-000-fragment.wav,Q-84-001-chromatic.wav,Q-84-002-diatonic.wav
sVgMEG0000,10,4,"0,3,0,2,5,2,3,7,3,5,9,5,7","0,3,0,2,5,2,4,7,4,6,9,6,8",6,9,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,-2,1","3,-3,2",1,"diatonic,chromatic",0,Q-85-000-fragment.wav,Q-85-001-diatonic.wav,Q-85-002-chromatic.wav
sVgMEG0000,11,4,"3,6,4,1,4,3,-1,3,1,-2,1,-1,-4","3,6,4,1,4,2,-1,2,0,-3,0,-2,-5",7,10,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-1,-2","3,-2,-3",-1,"chromatic,diatonic",3,Q-86-000-fragment.wav,Q-86-001-chromatic.wav,Q-86-002-diatonic.wav
sVgMEG0000,12,4,"3,0,3,0,-4,0,-4,-7,-4,-7,-11,-7,-11","3,0,3,0,-3,0,-3,-6,-3,-6,-9,-6,-9",5,4,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,2,-2","-3,3,-3",-2,"diatonic,chromatic",3,Q-87-000-fragment.wav,Q-87-001-diatonic.wav,Q-87-002-chromatic.wav
sVgMEG0000,13,4,"2,4,1,-1,1,-3,-4,-3,-6,-8,-6,-10,-11","2,4,1,-1,1,-2,-4,-2,-5,-7,-5,-8,-10",7,8,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,-2,-1","2,-3,-2",-2,"diatonic,chromatic",2,Q-88-000-fragment.wav,Q-88-001-diatonic.wav,Q-88-002-chromatic.wav
sVgMEG0000,14,4,"5,3,7,3,1,5,1,0,3,0,-2,1,-2","5,3,7,3,1,5,1,-1,3,-1,-3,1,-3",6,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,2,-2","-2,4,-4",-1,"chromatic,diatonic",5,Q-89-000-fragment.wav,Q-89-001-chromatic.wav,Q-89-002-diatonic.wav
sVgMEG0000,15,4,"2,-1,2,4,1,4,6,2,6,8,4,8,9","2,-1,2,4,1,4,6,3,6,8,5,8,10",7,9,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"-2,2,1","-3,3,2",1,"diatonic,chromatic",2,Q-90-000-fragment.wav,Q-90-001-diatonic.wav,Q-90-002-chromatic.wav
sVgMEG0000,16,4,"3,4,8,6,8,11,9,11,15,13,15,18,16","3,4,8,6,7,11,9,10,14,12,13,17,15",7,12,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,2,-1","1,4,-2",2,"chromatic,diatonic",3,Q-91-000-fragment.wav,Q-91-001-chromatic.wav,Q-91-002-diatonic.wav
sVgMEG0000,17,4,"5,7,5,1,3,1,-2,0,-2,-5,-4,-5,-9","5,7,5,1,3,1,-3,-1,-3,-7,-5,-7,-11",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,-1,-2","2,-2,-4",-2,"chromatic,diatonic",5,Q-92-000-fragment.wav,Q-92-001-chromatic.wav,Q-92-002-diatonic.wav
sVgMEG0000,18,4,"1,5,8,5,8,12,8,12,15,12,15,19,15","1,5,8,5,9,12,9,13,16,13,17,20,17",6,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,2,-2","4,3,-3",2,"chromatic,diatonic",1,Q-93-000-fragment.wav,Q-93-001-chromatic.wav,Q-93-002-diatonic.wav
sVgMEG0000,19,4,"4,2,4,2,0,2,0,-2,0,-2,-3,-2,-3","4,2,4,2,0,2,0,-2,0,-2,-4,-2,-4",5,5,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"-1,1,-1","-2,2,-2",-1,"diatonic,chromatic",4,Q-94-000-fragment.wav,Q-94-001-diatonic.wav,Q-94-002-chromatic.wav
sVgMEG0000,20,4,"0,-4,-2,1,-2,0,3,0,1,5,1,3,7","0,-4,-2,1,-3,-1,2,-2,0,3,-1,1,4",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,1,2","-4,2,3",1,"chromatic,diatonic",0,Q-95-000-fragment.wav,Q-95-001-chromatic.wav,Q-95-002-diatonic.wav
sVgMEG0000,21,4,"6,8,12,10,12,15,13,15,18,17,18,22,20","6,8,12,10,12,16,14,16,20,18,20,24,22",7,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,2,-1","2,4,-2",2,"diatonic,chromatic",6,Q-96-000-fragment.wav,Q-96-001-diatonic.wav,Q-96-002-chromatic.wav
sVgMEG0000,22,4,"4,6,2,6,8,4,8,9,6,9,11,8,11","4,6,2,6,8,4,8,10,6,10,12,8,12",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"1,-2,2","2,-4,4",1,"chromatic,diatonic",4,Q-97-000-fragment.wav,Q-97-001-chromatic.wav,Q-97-002-diatonic.wav
sVgMEG0000,23,4,"0,3,0,3,7,3,7,10,7,10,13,10,13","0,3,0,3,6,3,6,9,6,9,12,9,12",5,4,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-2,2","3,-3,3",2,"chromatic,diatonic",0,Q-98-000-fragment.wav,Q-98-001-chromatic.wav,Q-98-002-diatonic.wav
sVgMEG0000,24,4,"4,2,6,8,6,9,11,9,13,14,13,16,18","4,2,6,8,6,10,12,10,14,16,14,18,20",7,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,2,1","-2,4,2",2,"diatonic,chromatic",4,Q-99-000-fragment.wav,Q-99-001-diatonic.wav,Q-99-002-chromatic.wav
sVgMEG0000,25,4,"6,8,6,8,9,8,9,11,9,11,13,11,13","6,8,6,8,10,8,10,12,10,12,14,12,14",5,5,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,-1,1","2,-2,2",1,"diatonic,chromatic",6,Q-100-000-fragment.wav,Q-100-001-diatonic.wav,Q-100-002-chromatic.wav
