subject_id,question_in_block,question_in_task,block_num,probe,swapped,shifted,shifted_dir,shift_amount,shift_position,set,order,mode,mode_num,transposition,probe_file,option1_file,option2_file
MEGp2000,1,41,5,"3,5,7,10,7,0,3,12,0,7,10,3","3,5,7,10,7,3,0,12,0,7,10,3","3,5,7,10,7,0,4,12,0,7,10,3",,1,6,"0,2,4,7,9","shifted,swapped","0,3,5,7,10",4,0,Q-41-000-probe.wav,Q-41-001-shifted.wav,Q-41-002-swapped.wav
MEGp2000,2,42,5,"9,6,-1,6,4,-1,9,2,-3,4,2,4","9,6,-1,6,4,9,-1,2,-3,4,2,4","9,6,-1,6,4,0,9,2,-3,4,2,4",,1,5,"0,2,4,7,9","shifted,swapped","0,2,5,7,9",3,-3,Q-42-000-probe.wav,Q-42-001-shifted.wav,Q-42-002-swapped.wav
MEGp2000,3,43,5,"14,11,7,11,14,4,9,14,2,4,2,7","14,11,7,11,14,9,4,14,2,4,2,7","14,11,7,11,14,5,9,14,2,4,2,7",,1,5,"0,2,4,7,9","shifted,swapped","0,2,5,7,9",3,2,Q-43-000-probe.wav,Q-43-001-shifted.wav,Q-43-002-swapped.wav
MEGp2000,4,44,5,"4,9,4,11,6,1,11,13,4,1,6,4","4,9,4,11,6,11,1,13,4,1,6,4","4,9,4,11,6,2,11,13,4,1,6,4",,1,5,"0,2,4,7,9","swapped,shifted","0,3,5,8,10",2,1,Q-44-000-probe.wav,Q-44-001-swapped.wav,Q-44-002-shifted.wav
MEGp2000,5,45,5,"7,2,-3,-1,2,-3,7,9,2,4,-1,4","7,2,-3,-1,2,7,-3,9,2,4,-1,4","7,2,-3,-1,2,-3,8,9,2,4,-1,4",,1,6,"0,2,4,7,9","swapped,shifted","0,2,5,7,10",1,-3,Q-45-000-probe.wav,Q-45-001-swapped.wav,Q-45-002-shifted.wav
MEGp2000,6,46,5,"6,4,2,4,1,6,13,4,2,6,13,3","6,4,2,4,1,13,6,4,2,6,13,3","6,4,2,4,1,6,12,4,2,6,13,3",,-1,6,"0,1,2,3,5","shifted,swapped","0,1,2,3,5",0,1,Q-46-000-probe.wav,Q-46-001-shifted.wav,Q-46-002-swapped.wav
MEGp2000,7,47,5,"0,3,0,1,0,10,1,11,10,0,10,1","0,3,0,1,0,1,10,11,10,0,10,1","0,3,0,1,0,9,1,11,10,0,10,1",,-1,5,"0,1,2,3,5","swapped,shifted","0,1,3,10,11",2,0,Q-47-000-probe.wav,Q-47-001-swapped.wav,Q-47-002-shifted.wav
MEGp2000,8,48,5,"6,8,7,6,-2,6,10,5,-2,5,8,6","6,8,7,6,-2,10,6,5,-2,5,8,6","6,8,7,6,-2,6,9,5,-2,5,8,6",,-1,6,"0,1,2,3,5","swapped,shifted","0,7,8,9,10",4,-2,Q-48-000-probe.wav,Q-48-001-swapped.wav,Q-48-002-shifted.wav
MEGp2000,9,49,5,"2,9,11,14,9,2,12,9,12,11,10,14","2,9,11,14,9,12,2,9,12,11,10,14","2,9,11,14,9,2,13,9,12,11,10,14",,1,6,"0,1,2,3,5","shifted,swapped","0,7,8,9,10",4,2,Q-49-000-probe.wav,Q-49-001-shifted.wav,Q-49-002-swapped.wav
MEGp2000,10,50,5,"10,11,9,11,12,2,10,9,0,2,11,10","10,11,9,11,12,10,2,9,0,2,11,10","10,11,9,11,12,3,10,9,0,2,11,10",,1,5,"0,1,2,3,5","shifted,swapped","0,2,9,10,11",3,0,Q-50-000-probe.wav,Q-50-001-shifted.wav,Q-50-002-swapped.wav
