subject_id,question_in_block,question_in_task,block_num,probe,swapped,shifted,shifted_dir,shift_amount,shift_position,set,order,mode,mode_num,transposition,probe_file,option1_file,option2_file
MEGp2000,1,91,10,"6,11,8,1,-1,6,3,-1,11,8,6,-1","6,11,8,1,-1,3,6,-1,11,8,6,-1","6,11,8,1,-1,7,3,-1,11,8,6,-1",,1,5,"0,2,4,7,9","swapped,shifted","0,2,4,7,9",0,-1,Q-91-000-probe.wav,Q-91-001-swapped.wav,Q-91-002-shifted.wav
MEGp2000,2,92,10,"4,7,12,9,2,12,4,9,2,7,9,7","4,7,12,9,2,4,12,9,2,7,9,7","4,7,12,9,2,12,3,9,2,7,9,7",,-1,6,"0,2,4,7,9","swapped,shifted","0,2,5,7,10",1,2,Q-92-000-probe.wav,Q-92-001-swapped.wav,Q-92-002-shifted.wav
MEGp2000,3,93,10,"2,7,14,10,7,12,2,14,10,14,5,2","2,7,14,10,7,2,12,14,10,14,5,2","2,7,14,10,7,11,2,14,10,14,5,2",,-1,5,"0,2,4,7,9","swapped,shifted","0,3,5,8,10",2,2,Q-93-000-probe.wav,Q-93-001-swapped.wav,Q-93-002-shifted.wav
MEGp2000,4,94,10,"4,2,4,11,12,11,4,12,13,14,2,4","4,2,4,11,12,4,11,12,13,14,2,4","4,2,4,11,12,11,5,12,13,14,2,4",,1,6,"0,1,2,3,5","swapped,shifted","0,2,9,10,11",3,2,Q-94-000-probe.wav,Q-94-001-swapped.wav,Q-94-002-shifted.wav
MEGp2000,5,95,10,"12,11,13,10,3,10,13,12,11,12,10,3","12,11,13,10,3,13,10,12,11,12,10,3","12,11,13,10,3,9,13,12,11,12,10,3",,-1,5,"0,1,2,3,5","swapped,shifted","0,2,9,10,11",3,1,Q-95-000-probe.wav,Q-95-001-swapped.wav,Q-95-002-shifted.wav
MEGp2000,6,96,10,"3,1,3,10,1,10,3,-2,3,-1,0,1","3,1,3,10,1,3,10,-2,3,-1,0,1","3,1,3,10,1,10,2,-2,3,-1,0,1",,-1,6,"0,1,2,3,5","swapped,shifted","0,1,2,3,5",0,-2,Q-96-000-probe.wav,Q-96-001-swapped.wav,Q-96-002-shifted.wav
MEGp2000,7,97,10,"1,3,8,10,13,6,1,3,10,8,13,8","1,3,8,10,13,1,6,3,10,8,13,8","1,3,8,10,13,6,0,3,10,8,13,8",,-1,6,"0,2,4,7,9","shifted,swapped","0,2,5,7,9",3,1,Q-97-000-probe.wav,Q-97-001-shifted.wav,Q-97-002-swapped.wav
MEGp2000,8,98,10,"4,8,3,5,8,15,6,5,4,8,6,8","4,8,3,5,8,6,15,5,4,8,6,8","4,8,3,5,8,14,6,5,4,8,6,8",,-1,5,"0,1,2,3,5","shifted,swapped","0,1,2,3,5",0,3,Q-98-000-probe.wav,Q-98-001-shifted.wav,Q-98-002-swapped.wav
MEGp2000,9,99,10,"7,8,11,9,6,-1,7,6,11,-1,7,11","7,8,11,9,6,7,-1,6,11,-1,7,11","7,8,11,9,6,-2,7,6,11,-1,7,11",,-1,5,"0,1,2,3,5","shifted,swapped","0,7,8,9,10",4,-1,Q-99-000-probe.wav,Q-99-001-shifted.wav,Q-99-002-swapped.wav
MEGp2000,10,100,10,"1,3,5,10,1,8,3,1,13,5,1,8","1,3,5,10,1,3,8,1,13,5,1,8","1,3,5,10,1,7,3,1,13,5,1,8",,-1,5,"0,2,4,7,9","shifted,swapped","0,2,4,7,9",0,1,Q-100-000-probe.wav,Q-100-001-shifted.wav,Q-100-002-swapped.wav
