subject_id,question_in_block,question_in_task,block_num,probe,swapped,shifted,shifted_dir,shift_amount,shift_position,set,order,mode,mode_num,transposition,probe_file,option1_file,option2_file
MEGp2000,1,61,7,"4,2,4,7,9,2,0,4,7,9,7,9","4,2,4,7,9,0,2,4,7,9,7,9","4,2,4,7,9,1,0,4,7,9,7,9",,-1,5,"0,2,4,7,9","shifted,swapped","0,3,5,7,10",4,-3,Q-61-000-probe.wav,Q-61-001-shifted.wav,Q-61-002-swapped.wav
MEGp2000,2,62,7,"6,4,-3,4,9,1,6,-1,4,-3,6,-3","6,4,-3,4,9,6,1,-1,4,-3,6,-3","6,4,-3,4,9,1,7,-1,4,-3,6,-3",,1,6,"0,2,4,7,9","shifted,swapped","0,2,4,7,9",0,-3,Q-62-000-probe.wav,Q-62-001-shifted.wav,Q-62-002-swapped.wav
MEGp2000,3,63,7,"-2,3,10,8,5,-2,0,3,10,3,-2,10","-2,3,10,8,5,0,-2,3,10,3,-2,10","-2,3,10,8,5,-1,0,3,10,3,-2,10",,1,5,"0,2,4,7,9","shifted,swapped","0,2,5,7,10",1,-2,Q-63-000-probe.wav,Q-63-001-shifted.wav,Q-63-002-swapped.wav
MEGp2000,4,64,7,"0,2,9,12,11,12,2,9,2,12,0,10","0,2,9,12,11,2,12,9,2,12,0,10","0,2,9,12,11,12,1,9,2,12,0,10",,-1,6,"0,1,2,3,5","swapped,shifted","0,2,9,10,11",3,0,Q-64-000-probe.wav,Q-64-001-swapped.wav,Q-64-002-shifted.wav
MEGp2000,5,65,7,"13,12,5,13,14,12,5,3,5,2,13,5","13,12,5,13,14,5,12,3,5,2,13,5","13,12,5,13,14,12,6,3,5,2,13,5",,1,6,"0,1,2,3,5","shifted,swapped","0,1,3,10,11",2,2,Q-65-000-probe.wav,Q-65-001-shifted.wav,Q-65-002-swapped.wav
MEGp2000,6,66,7,"8,13,6,10,8,6,3,1,13,1,3,8","8,13,6,10,8,3,6,1,13,1,3,8","8,13,6,10,8,5,3,1,13,1,3,8",,-1,5,"0,2,4,7,9","swapped,shifted","0,2,5,7,9",3,1,Q-66-000-probe.wav,Q-66-001-swapped.wav,Q-66-002-shifted.wav
MEGp2000,7,67,7,"4,9,4,7,2,4,-1,-3,9,4,2,-1","4,9,4,7,2,-1,4,-3,9,4,2,-1","4,9,4,7,2,4,-2,-3,9,4,2,-1",,-1,6,"0,2,4,7,9","swapped,shifted","0,2,5,7,10",1,-3,Q-67-000-probe.wav,Q-67-001-swapped.wav,Q-67-002-shifted.wav
MEGp2000,8,68,7,"1,-1,-2,1,-1,8,10,9,8,1,-1,8","1,-1,-2,1,-1,10,8,9,8,1,-1,8","1,-1,-2,1,-1,7,10,9,8,1,-1,8",,-1,5,"0,1,2,3,5","shifted,swapped","0,1,3,10,11",2,-2,Q-68-000-probe.wav,Q-68-001-shifted.wav,Q-68-002-swapped.wav
MEGp2000,9,69,7,"0,7,10,12,10,12,8,10,9,10,8,9","0,7,10,12,10,8,12,10,9,10,8,9","0,7,10,12,10,11,8,10,9,10,8,9",,-1,5,"0,1,2,3,5","swapped,shifted","0,7,8,9,10",4,0,Q-69-000-probe.wav,Q-69-001-swapped.wav,Q-69-002-shifted.wav
MEGp2000,10,70,7,"4,6,4,6,14,13,6,14,4,6,4,3","4,6,4,6,14,6,13,14,4,6,4,3","4,6,4,6,14,12,6,14,4,6,4,3",,-1,5,"0,1,2,3,5","shifted,swapped","0,1,3,10,11",2,3,Q-70-000-probe.wav,Q-70-001-shifted.wav,Q-70-002-swapped.wav
